Ride_ID,Fare,Distance_Miles,Ride_Request_Time,Pickup_Time,Dropoff_Time,Ride_Duration_Minutes,Source_Zone,Destination_Zone,Driver_Rating_by_Customer,Ride_Status,Cancelled_By,Driver_ID,Customer_ID
7304,35.11,10.5,2023-03-18 00:31:05,2023-03-18 00:32:05,2023-03-18 01:03:05,31.0,LaGuardia Airport (LGA),Upper East Side (Manhattan),5,Completed,,DRV_670E42,CUST_839FB63
7305,8.13,2.94,2023-03-25 03:22:38,2023-03-25 03:33:38,2023-03-25 03:56:38,23.0,Financial District,LaGuardia Airport (LGA),5,Completed,,DRV_CAF321,CUST_C73CECD
7306,29.84,9.05,2023-03-07 23:31:59,2023-03-07 23:46:59,2023-03-08 00:18:59,32.0,Williamsburg (Brooklyn),LaGuardia Airport (LGA),5,Completed,,DRV_73D1BC,CUST_FAAC533
7307,20.82,8.55,2023-02-16 04:45:25,2023-02-16 04:50:25,2023-02-16 05:39:25,49.0,Forest Hills (Queens),Harlem (Manhattan),4,No_Show_Customer,Customer,DRV_02C004,CUST_F45E350
7308,28.06,8.06,2023-01-02 17:57:58,2023-01-02 17:58:58,2023-01-02 18:33:58,35.0,Park Slope (Brooklyn),Newark Liberty Airport (EWR),5,Completed,,DRV_E61D97,CUST_14B5F4E
7309,16.63,5.61,2023-01-05 02:59:44,2023-01-05 03:11:44,2023-01-05 03:54:44,43.0,Riverdale (Bronx),Bay Ridge (Brooklyn),5,Completed,,DRV_1AC282,CUST_A8D00FD
7310,8.95,1.97,2023-03-07 21:49:40,2023-03-07 21:59:40,2023-03-07 22:20:40,21.0,JFK Airport,Williamsburg (Brooklyn),5,Cancelled_by_Customer,Customer,DRV_E0C665,CUST_789C8FD
7311,22.55,6.98,2023-03-29 07:15:25,2023-03-29 07:27:25,2023-03-29 07:48:25,21.0,Harlem (Manhattan),Midtown Manhattan,3,Completed,,DRV_2C912F,CUST_45A3337
7312,21.93,10.52,2023-03-11 20:23:09,2023-03-11 20:30:09,2023-03-11 21:18:09,48.0,Bay Ridge (Brooklyn),Newark Liberty Airport (EWR),4,Completed,,DRV_27CB05,CUST_2E5BE28
7313,23.68,10.94,2023-01-28 02:23:48,2023-01-28 02:32:48,2023-01-28 03:54:48,82.0,JFK Airport,Staten Island (Residential),5,No_Show_Customer,Customer,DRV_2D83F6,CUST_E760637
7314,41.2,24.45,2023-02-28 14:53:19,2023-02-28 15:00:19,2023-02-28 17:02:19,122.0,Harlem (Manhattan),Flushing (Queens),5,Cancelled_by_Customer,Customer,DRV_596F07,CUST_DE70037
7315,22.47,4.48,2023-02-09 19:07:51,2023-02-09 19:09:51,2023-02-09 19:44:51,35.0,Upper East Side (Manhattan),JFK Airport,4,Completed,,DRV_74209D,CUST_9CEE4FE
7316,17.41,2.44,2023-03-06 21:47:34,2023-03-06 21:56:34,2023-03-06 22:22:34,26.0,Greenwich Village,Bay Ridge (Brooklyn),5,Completed,,DRV_3ABD37,CUST_3CC6D67
7317,15.72,4.66,2023-02-07 16:59:53,2023-02-07 17:05:53,2023-02-07 17:27:53,22.0,Bay Ridge (Brooklyn),Midtown Manhattan,5,Completed,,DRV_EB7FB2,CUST_B17DF8A
7318,24.4,6.75,2023-02-27 14:43:32,2023-02-27 14:49:32,2023-02-27 15:17:32,28.0,Park Slope (Brooklyn),Greenwich Village,4,Completed,,DRV_06FB31,CUST_59D4689
7319,15.73,4.23,2023-03-20 02:05:53,2023-03-20 02:06:53,2023-03-20 02:39:53,33.0,Staten Island (Residential),Park Slope (Brooklyn),5,Completed,,DRV_DE6E93,CUST_E24A055
7320,21.24,8.62,2023-02-07 05:07:25,2023-02-07 05:16:25,2023-02-07 05:50:25,34.0,Flushing (Queens),Midtown Manhattan,4,Cancelled_by_Driver,Driver,DRV_BB3328,CUST_DD5CA7A
7321,32.76,11.39,2023-01-17 02:57:06,2023-01-17 02:59:06,2023-01-17 03:45:06,46.0,Staten Island (Residential),Long Island City (Queens),4,Completed,,DRV_B87A9E,CUST_DA3A6C7
7322,16.76,4.88,2023-03-17 11:42:57,2023-03-17 11:52:57,2023-03-17 12:08:57,16.0,Midtown Manhattan,LaGuardia Airport (LGA),4,Completed,,DRV_CB6A3F,CUST_D83BBCA
7323,10.48,2.67,2023-03-11 10:45:20,2023-03-11 10:46:20,2023-03-11 11:00:20,14.0,The Bronx (Residential),JFK Airport,5,Cancelled_by_Driver,Driver,DRV_8C4618,CUST_F83518B
7324,24.94,10.51,2023-02-11 11:44:03,2023-02-11 11:54:03,2023-02-11 12:51:03,57.0,Park Slope (Brooklyn),Greenwich Village,3,Completed,,DRV_119453,CUST_C6F125F
7325,20.84,10.88,2023-01-13 02:50:35,2023-01-13 02:56:35,2023-01-13 04:31:35,95.0,Long Island City (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_A87420,CUST_B3F3895
7326,36.58,11.78,2023-02-20 02:54:00,2023-02-20 02:55:00,2023-02-20 03:37:00,42.0,Financial District,Midtown Manhattan,4,Cancelled_by_Customer,Customer,DRV_093561,CUST_1859060
7327,31.73,9.61,2023-03-31 23:39:49,2023-03-31 23:54:49,2023-04-01 00:53:49,59.0,LaGuardia Airport (LGA),SoHo,5,Completed,,DRV_AA719F,CUST_9C1BEB2
7328,7.74,1.93,2023-01-16 18:13:29,2023-01-16 18:18:29,2023-01-16 18:33:29,15.0,Long Island City (Queens),Upper East Side (Manhattan),5,Completed,,DRV_B84D50,CUST_BFF0E84
7329,14.44,3.71,2023-01-02 16:41:15,2023-01-02 16:48:15,2023-01-02 17:14:15,26.0,Staten Island (Residential),JFK Airport,5,Completed,,DRV_0F3647,CUST_652707C
7330,21.76,7.15,2023-03-27 21:40:53,2023-03-27 21:44:53,2023-03-27 22:19:53,35.0,Newark Liberty Airport (EWR),Upper East Side (Manhattan),4,Completed,,DRV_8D8FE0,CUST_568B979
7331,43.74,14.49,2023-03-23 06:10:36,2023-03-23 06:23:36,2023-03-23 07:16:36,53.0,Riverdale (Bronx),Financial District,4,Completed,,DRV_FD52A7,CUST_2DADEFC
7332,19.5,9.39,2023-02-02 20:26:36,2023-02-02 20:41:36,2023-02-02 21:58:36,77.0,Forest Hills (Queens),Williamsburg (Brooklyn),5,Completed,,DRV_6CC9B4,CUST_01032D6
7333,18.55,5.59,2023-03-10 11:23:25,2023-03-10 11:37:25,2023-03-10 12:11:25,34.0,Flushing (Queens),Newark Liberty Airport (EWR),5,Completed,,DRV_8A95D1,CUST_FB79A94
7334,17.35,3.9,2023-03-22 03:20:32,2023-03-22 03:29:32,2023-03-22 04:03:32,34.0,JFK Airport,SoHo,5,Completed,,DRV_6CC9B4,CUST_0272B5B
7335,22.73,10.58,2023-03-19 21:45:20,2023-03-19 21:55:20,2023-03-19 22:56:20,61.0,Harlem (Manhattan),Newark Liberty Airport (EWR),4,No_Show_Customer,Customer,DRV_9316B9,CUST_1D044CC
7336,16.19,6.93,2023-02-27 17:47:26,2023-02-27 17:53:26,2023-02-27 18:21:26,28.0,The Bronx (Residential),Flushing (Queens),4,Cancelled_by_Customer,Customer,DRV_A97787,CUST_2FD347B
7337,18.0,5.27,2023-03-17 18:54:43,2023-03-17 19:07:43,2023-03-17 19:41:43,34.0,Forest Hills (Queens),Upper East Side (Manhattan),5,Completed,,DRV_BE2C91,CUST_66AA0D7
7338,30.12,11.08,2023-03-22 07:52:06,2023-03-22 07:59:06,2023-03-22 08:37:06,38.0,The Bronx (Residential),Harlem (Manhattan),2,Completed,,DRV_AE7B36,CUST_5236356
7339,11.03,1.82,2023-03-29 08:18:07,2023-03-29 08:29:07,2023-03-29 08:40:07,11.0,Flushing (Queens),Bay Ridge (Brooklyn),2,Completed,,DRV_E272CB,CUST_4BE286A
7340,10.84,2.7,2023-01-22 20:39:50,2023-01-22 20:47:50,2023-01-22 21:15:50,28.0,Harlem (Manhattan),Midtown Manhattan,4,Completed,,DRV_711AEE,CUST_F2E6C71
7341,23.32,9.9,2023-03-16 05:08:23,2023-03-16 05:22:23,2023-03-16 06:17:23,55.0,Williamsburg (Brooklyn),Harlem (Manhattan),4,Completed,,DRV_071817,CUST_80F0677
7342,28.69,10.46,2023-03-14 12:53:19,2023-03-14 13:05:19,2023-03-14 13:51:19,46.0,Greenwich Village,Long Island City (Queens),5,Completed,,DRV_4EB088,CUST_0C54499
7343,5.0,0.51,2023-02-27 16:37:24,2023-02-27 16:47:24,2023-02-27 16:52:24,5.0,Harlem (Manhattan),LaGuardia Airport (LGA),4,Completed,,DRV_BF4FE6,CUST_5B7407B
7344,24.88,8.71,2023-01-14 07:35:05,2023-01-14 07:40:05,2023-01-14 08:29:05,49.0,Long Island City (Queens),Staten Island (Residential),5,Completed,,DRV_F0D371,CUST_72AC61C
7345,14.13,6.01,2023-03-30 07:54:46,2023-03-30 08:00:46,2023-03-30 08:27:46,27.0,The Bronx (Residential),Riverdale (Bronx),5,Completed,,DRV_F180F2,CUST_56E0306
7346,25.9,8.67,2023-01-08 15:34:50,2023-01-08 15:35:50,2023-01-08 16:38:50,63.0,Harlem (Manhattan),Bay Ridge (Brooklyn),3,Completed,,DRV_09E098,CUST_E6DB6FD
7347,12.26,4.6,2023-01-02 22:25:29,2023-01-02 22:35:29,2023-01-02 23:14:29,39.0,Midtown Manhattan,Upper East Side (Manhattan),5,Completed,,DRV_C25247,CUST_DE80031
7348,9.79,1.05,2023-01-18 22:00:28,2023-01-18 22:08:28,2023-01-18 22:13:28,5.0,Greenwich Village,Upper East Side (Manhattan),3,Completed,,DRV_861E6D,CUST_01032D6
7349,5.21,0.63,2023-03-04 01:56:36,2023-03-04 02:09:36,2023-03-04 02:23:36,14.0,Forest Hills (Queens),Upper East Side (Manhattan),3,Completed,,DRV_8734EB,CUST_FE4FBDF
7350,54.3,24.54,2023-03-27 22:19:11,2023-03-27 22:26:11,2023-03-27 23:35:11,69.0,Financial District,Greenwich Village,4,Completed,,DRV_DBA4AE,CUST_549E547
7351,26.77,10.99,2023-03-13 10:34:34,2023-03-13 10:35:34,2023-03-13 11:14:34,39.0,Forest Hills (Queens),Harlem (Manhattan),5,Completed,,DRV_AF9515,CUST_205D293
7352,19.82,5.63,2023-03-23 03:07:06,2023-03-23 03:22:06,2023-03-23 03:45:06,23.0,Forest Hills (Queens),Long Island City (Queens),3,Completed,,DRV_E9184A,CUST_A65597F
7353,59.83,32.58,2023-01-09 09:38:29,2023-01-09 09:52:29,2023-01-09 11:33:29,101.0,The Bronx (Residential),Williamsburg (Brooklyn),5,Completed,,DRV_9A5890,CUST_F5D9A16
7354,22.91,8.42,2023-03-31 15:26:23,2023-03-31 15:27:23,2023-03-31 16:14:23,47.0,Forest Hills (Queens),Financial District,5,Completed,,DRV_2C9C13,CUST_4207804
7355,26.24,6.23,2023-03-01 00:37:22,2023-03-01 00:45:22,2023-03-01 01:22:22,37.0,Park Slope (Brooklyn),Newark Liberty Airport (EWR),5,Completed,,DRV_CC96FC,CUST_4C4BA96
7356,16.34,7.74,2023-01-18 05:38:25,2023-01-18 05:46:25,2023-01-18 06:33:25,47.0,Riverdale (Bronx),JFK Airport,4,Completed,,DRV_977F7A,CUST_AE2A257
7357,38.35,12.99,2023-02-11 10:41:23,2023-02-11 10:43:23,2023-02-11 11:55:23,72.0,Flushing (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_20500B,CUST_556A027
7358,5.51,0.59,2023-03-10 22:54:58,2023-03-10 22:55:58,2023-03-10 23:02:58,7.0,Staten Island (Residential),LaGuardia Airport (LGA),1,Completed,,DRV_4C6174,CUST_D5B571F
7359,21.71,10.63,2023-01-06 05:53:55,2023-01-06 06:04:55,2023-01-06 06:43:55,39.0,Riverdale (Bronx),Bay Ridge (Brooklyn),4,Completed,,DRV_7BC56A,CUST_622B16B
7360,5.54,0.78,2023-03-04 03:28:11,2023-03-04 03:41:11,2023-03-04 03:47:11,6.0,Staten Island (Residential),Greenwich Village,3,Completed,,DRV_6514EF,CUST_DF7FEC4
7361,27.11,8.75,2023-03-03 04:22:03,2023-03-03 04:34:03,2023-03-03 05:12:03,38.0,Midtown Manhattan,Park Slope (Brooklyn),3,Completed,,DRV_A97787,CUST_2F3E404
7362,10.53,2.39,2023-03-04 20:25:27,2023-03-04 20:38:27,2023-03-04 20:46:27,8.0,Upper East Side (Manhattan),JFK Airport,5,Completed,,DRV_80C851,CUST_95A6C39
7363,5.04,1.13,2023-03-03 12:19:20,2023-03-03 12:33:20,2023-03-03 12:42:20,9.0,The Bronx (Residential),Bay Ridge (Brooklyn),5,Completed,,DRV_27CB05,CUST_B4240D4
7364,9.34,1.94,2023-02-03 17:34:16,2023-02-03 17:38:16,2023-02-03 17:55:16,17.0,Bay Ridge (Brooklyn),JFK Airport,5,Completed,,DRV_9831F3,CUST_D24D94B
7365,41.64,12.74,2023-03-27 23:22:17,2023-03-27 23:34:17,2023-03-28 00:28:17,54.0,JFK Airport,Newark Liberty Airport (EWR),5,Completed,,DRV_C784D4,CUST_67686E0
7366,16.21,6.85,2023-03-25 17:26:43,2023-03-25 17:34:43,2023-03-25 18:42:43,68.0,Flushing (Queens),Midtown Manhattan,4,Completed,,DRV_926AC0,CUST_081EEE8
7367,22.29,7.32,2023-02-03 10:56:42,2023-02-03 11:01:42,2023-02-03 11:53:42,52.0,The Bronx (Residential),Park Slope (Brooklyn),5,Completed,,DRV_EE66A5,CUST_F690049
7368,33.64,10.15,2023-03-25 08:38:56,2023-03-25 08:44:56,2023-03-25 09:26:56,42.0,LaGuardia Airport (LGA),Forest Hills (Queens),4,Completed,,DRV_791502,CUST_C185F5A
7369,27.4,9.72,2023-03-05 11:13:51,2023-03-05 11:26:51,2023-03-05 11:55:51,29.0,The Bronx (Residential),Staten Island (Residential),5,Completed,,DRV_775B78,CUST_529EE9B
7370,14.33,6.08,2023-03-12 13:57:21,2023-03-12 14:00:21,2023-03-12 14:29:21,29.0,SoHo,Midtown Manhattan,5,Completed,,DRV_7FE152,CUST_459725B
7371,12.72,2.79,2023-02-19 18:57:21,2023-02-19 19:10:21,2023-02-19 19:27:21,17.0,Williamsburg (Brooklyn),LaGuardia Airport (LGA),4,Cancelled_by_Driver,Driver,DRV_FC7129,CUST_F8B97D1
7372,8.34,1.41,2023-02-18 00:20:12,2023-02-18 00:30:12,2023-02-18 00:43:12,13.0,Harlem (Manhattan),SoHo,5,Completed,,DRV_C413FB,CUST_B97C29D
7373,5.41,1.29,2023-03-17 23:08:39,2023-03-17 23:21:39,2023-03-17 23:31:39,10.0,Harlem (Manhattan),Financial District,4,Completed,,DRV_B5C3F2,CUST_824BDA7
7374,24.38,6.75,2023-02-16 10:20:52,2023-02-16 10:27:52,2023-02-16 10:46:52,19.0,Staten Island (Residential),Flushing (Queens),4,Completed,,DRV_CC0332,CUST_95C9CA9
7375,22.34,11.09,2023-03-27 03:27:28,2023-03-27 03:28:28,2023-03-27 04:05:28,37.0,Greenwich Village,SoHo,5,Completed,,DRV_B6DA8A,CUST_549E547
7376,28.57,7.98,2023-01-04 12:04:05,2023-01-04 12:10:05,2023-01-04 13:15:05,65.0,Bay Ridge (Brooklyn),Williamsburg (Brooklyn),5,Completed,,DRV_C5AB7E,CUST_DF4E326
7377,5.0,0.67,2023-03-23 18:42:09,2023-03-23 18:47:09,2023-03-23 19:08:09,21.0,LaGuardia Airport (LGA),Newark Liberty Airport (EWR),4,Cancelled_by_Driver,Driver,DRV_84E1E6,CUST_07513BA
7378,57.46,17.88,2023-01-29 09:00:59,2023-01-29 09:15:59,2023-01-29 10:36:59,81.0,LaGuardia Airport (LGA),Bay Ridge (Brooklyn),5,Completed,,DRV_806E08,CUST_8DBE47B
7379,29.01,9.33,2023-02-25 02:17:22,2023-02-25 02:19:22,2023-02-25 03:18:22,59.0,Financial District,Harlem (Manhattan),5,Cancelled_by_Driver,Driver,DRV_CF869A,CUST_A5B07F6
7380,17.82,4.49,2023-02-28 17:40:18,2023-02-28 17:44:18,2023-02-28 18:11:18,27.0,Flushing (Queens),Greenwich Village,4,Cancelled_by_Customer,Customer,DRV_DA0FFB,CUST_E1DFC35
7381,26.81,11.87,2023-01-09 05:39:29,2023-01-09 05:46:29,2023-01-09 06:21:29,35.0,SoHo,Staten Island (Residential),4,Completed,,DRV_D89C79,CUST_0F3669D
7382,16.52,5.48,2023-03-11 06:04:24,2023-03-11 06:11:24,2023-03-11 06:53:24,42.0,Bay Ridge (Brooklyn),Newark Liberty Airport (EWR),4,Completed,,DRV_89753E,CUST_9994E3B
7383,15.4,7.22,2023-02-23 15:23:59,2023-02-23 15:34:59,2023-02-23 16:04:59,30.0,Long Island City (Queens),The Bronx (Residential),5,Completed,,DRV_BB3328,CUST_4C482E7
7384,12.71,5.3,2023-02-17 06:15:23,2023-02-17 06:26:23,2023-02-17 07:08:23,42.0,Newark Liberty Airport (EWR),Flushing (Queens),5,Completed,,DRV_C8EA80,CUST_1DD1342
7385,18.31,9.57,2023-01-20 05:06:38,2023-01-20 05:09:38,2023-01-20 05:44:38,35.0,Greenwich Village,Park Slope (Brooklyn),5,Completed,,DRV_B0A9BB,CUST_612FF5B
7386,14.34,4.17,2023-02-17 00:28:39,2023-02-17 00:33:39,2023-02-17 00:56:39,23.0,JFK Airport,Flushing (Queens),4,Completed,,DRV_91B05F,CUST_1090E32
7387,11.01,3.12,2023-01-04 20:00:04,2023-01-04 20:01:04,2023-01-04 20:27:04,26.0,LaGuardia Airport (LGA),Upper East Side (Manhattan),5,Completed,,DRV_55A5EA,CUST_DB128E6
7388,17.08,6.27,2023-02-19 10:54:35,2023-02-19 11:08:35,2023-02-19 12:02:35,54.0,Greenwich Village,LaGuardia Airport (LGA),3,Completed,,DRV_B2D3AD,CUST_E3F49A9
7389,18.19,7.31,2023-02-21 05:56:39,2023-02-21 06:05:39,2023-02-21 06:52:39,47.0,Financial District,Bay Ridge (Brooklyn),3,Completed,,DRV_E97853,CUST_060C0D2
7390,22.78,9.3,2023-02-04 17:07:41,2023-02-04 17:15:41,2023-02-04 17:53:41,38.0,Midtown Manhattan,Bay Ridge (Brooklyn),5,Completed,,DRV_CF869A,CUST_E4EE671
7391,5.48,1.03,2023-03-13 14:10:22,2023-03-13 14:14:22,2023-03-13 14:19:22,5.0,Park Slope (Brooklyn),Flushing (Queens),5,Completed,,DRV_811C5D,CUST_4EE6EBA
7392,38.72,10.9,2023-03-05 20:50:16,2023-03-05 20:54:16,2023-03-05 22:20:16,86.0,Bay Ridge (Brooklyn),Riverdale (Bronx),5,Completed,,DRV_108E34,CUST_EEB6C6A
7393,10.8,3.44,2023-03-06 13:51:47,2023-03-06 13:52:47,2023-03-06 14:16:47,24.0,Park Slope (Brooklyn),Flushing (Queens),4,Completed,,DRV_A97787,CUST_2E5BE28
7394,19.67,7.13,2023-01-31 20:33:10,2023-01-31 20:45:10,2023-01-31 21:16:10,31.0,Bay Ridge (Brooklyn),LaGuardia Airport (LGA),3,Cancelled_by_Customer,Customer,DRV_BB3328,CUST_B7100D5
7395,31.11,10.18,2023-01-12 19:39:54,2023-01-12 19:42:54,2023-01-12 20:23:54,41.0,Midtown Manhattan,Harlem (Manhattan),4,Completed,,DRV_09EB76,CUST_32DB0F0
7396,17.88,9.12,2023-02-12 11:15:19,2023-02-12 11:24:19,2023-02-12 12:09:19,45.0,Long Island City (Queens),JFK Airport,4,Completed,,DRV_C25F84,CUST_00EBBD5
7397,20.61,7.34,2023-03-14 01:58:36,2023-03-14 02:10:36,2023-03-14 02:45:36,35.0,Staten Island (Residential),Bay Ridge (Brooklyn),5,Completed,,DRV_8F9822,CUST_899CEB8
7398,15.74,6.96,2023-03-25 01:07:29,2023-03-25 01:22:29,2023-03-25 02:15:29,53.0,Flushing (Queens),Williamsburg (Brooklyn),4,Completed,,DRV_4EB088,CUST_EC5ABA9
7399,6.83,1.39,2023-03-23 18:16:53,2023-03-23 18:23:53,2023-03-23 18:39:53,16.0,Bay Ridge (Brooklyn),Midtown Manhattan,4,Completed,,DRV_1FEFF6,CUST_47C3736
7400,20.39,9.29,2023-02-20 20:49:16,2023-02-20 20:56:16,2023-02-20 21:40:16,44.0,Staten Island (Residential),Flushing (Queens),4,Completed,,DRV_2E71F5,CUST_6BF3F08
7401,17.31,7.17,2023-01-12 09:16:17,2023-01-12 09:19:17,2023-01-12 10:09:17,50.0,SoHo,Flushing (Queens),4,Completed,,DRV_670E42,CUST_0C55EBD
7402,13.45,4.18,2023-03-03 07:30:30,2023-03-03 07:41:30,2023-03-03 08:12:30,31.0,Newark Liberty Airport (EWR),Williamsburg (Brooklyn),4,Completed,,DRV_E5665A,CUST_00EBBD5
7403,10.82,4.15,2023-03-31 01:25:42,2023-03-31 01:30:42,2023-03-31 01:45:42,15.0,The Bronx (Residential),Midtown Manhattan,5,Completed,,DRV_DF5B8B,CUST_2F92B2E
7404,29.31,11.63,2023-02-25 16:11:58,2023-02-25 16:23:58,2023-02-25 17:08:58,45.0,Harlem (Manhattan),Riverdale (Bronx),4,Completed,,DRV_BE2C91,CUST_D3D593D
7405,15.39,8.16,2023-01-01 20:23:45,2023-01-01 20:29:45,2023-01-01 21:20:45,51.0,Greenwich Village,LaGuardia Airport (LGA),3,Completed,,DRV_3A0625,CUST_C63FDC4
7406,23.74,9.82,2023-01-03 03:51:07,2023-01-03 04:00:07,2023-01-03 04:40:07,40.0,SoHo,Long Island City (Queens),5,Completed,,DRV_437049,CUST_4412061
7407,10.4,3.5,2023-02-12 03:56:51,2023-02-12 04:09:51,2023-02-12 04:42:51,33.0,Financial District,Staten Island (Residential),4,Completed,,DRV_1F94F5,CUST_806065F
7408,70.34,33.74,2023-03-04 14:11:29,2023-03-04 14:14:29,2023-03-04 15:45:29,91.0,Forest Hills (Queens),Harlem (Manhattan),4,Completed,,DRV_F9F9DB,CUST_2EB44AA
7409,6.56,1.16,2023-03-11 15:23:01,2023-03-11 15:25:01,2023-03-11 15:49:01,24.0,Harlem (Manhattan),JFK Airport,5,Completed,,DRV_D6ADF9,CUST_9C570FB
7410,42.86,22.13,2023-03-08 19:16:56,2023-03-08 19:31:56,2023-03-08 20:49:56,78.0,Flushing (Queens),Riverdale (Bronx),4,Completed,,DRV_749586,CUST_CDB4632
7411,23.38,6.84,2023-03-28 05:29:36,2023-03-28 05:32:36,2023-03-28 06:10:36,38.0,Midtown Manhattan,Staten Island (Residential),4,Completed,,DRV_621AF5,CUST_7B49C97
7412,20.98,6.67,2023-02-10 14:13:49,2023-02-10 14:24:49,2023-02-10 14:51:49,27.0,Midtown Manhattan,The Bronx (Residential),4,Completed,,DRV_FC0FEE,CUST_A9D4B26
7413,19.32,5.31,2023-02-08 20:36:24,2023-02-08 20:47:24,2023-02-08 21:32:24,45.0,Riverdale (Bronx),Forest Hills (Queens),5,No_Show_Customer,Customer,DRV_071817,CUST_1A3AC44
7414,7.44,1.11,2023-03-07 18:28:33,2023-03-07 18:42:33,2023-03-07 18:47:33,5.0,Long Island City (Queens),Bay Ridge (Brooklyn),5,Completed,,DRV_13B269,CUST_45D5B9A
7415,22.17,9.82,2023-03-01 13:56:42,2023-03-01 13:57:42,2023-03-01 15:10:42,73.0,The Bronx (Residential),Flushing (Queens),2,Completed,,DRV_82702D,CUST_45AE6B7
7416,7.91,1.61,2023-02-01 02:25:18,2023-02-01 02:34:18,2023-02-01 02:51:18,17.0,JFK Airport,Williamsburg (Brooklyn),4,Completed,,DRV_791502,CUST_F964A1D
7417,22.28,7.59,2023-02-20 15:12:20,2023-02-20 15:22:20,2023-02-20 16:01:20,39.0,Long Island City (Queens),Newark Liberty Airport (EWR),5,Completed,,DRV_C8EA80,CUST_FB79A94
7418,28.17,8.9,2023-03-21 19:46:06,2023-03-21 19:59:06,2023-03-21 20:45:06,46.0,Williamsburg (Brooklyn),The Bronx (Residential),3,Cancelled_by_Customer,Customer,DRV_C8A683,CUST_FE2986F
7419,10.21,3.4,2023-02-05 03:36:39,2023-02-05 03:42:39,2023-02-05 03:52:39,10.0,Financial District,SoHo,5,Completed,,DRV_89753E,CUST_BBD1211
7420,11.99,3.92,2023-03-11 10:06:30,2023-03-11 10:14:30,2023-03-11 10:30:30,16.0,LaGuardia Airport (LGA),The Bronx (Residential),4,Cancelled_by_Driver,Driver,DRV_CA0840,CUST_3DB006A
7421,36.19,11.31,2023-01-26 13:58:50,2023-01-26 14:08:50,2023-01-26 15:09:50,61.0,The Bronx (Residential),Midtown Manhattan,3,Completed,,DRV_9EB045,CUST_61B0C52
7422,37.56,11.23,2023-01-18 22:20:21,2023-01-18 22:34:21,2023-01-18 23:28:21,54.0,Greenwich Village,Staten Island (Residential),4,Cancelled_by_Customer,Customer,DRV_E61D97,CUST_2472406
7423,46.6,20.27,2023-01-30 21:51:06,2023-01-30 22:02:06,2023-01-30 23:50:06,108.0,Long Island City (Queens),SoHo,4,Completed,,DRV_5112B4,CUST_ED90BCE
7424,12.73,3.62,2023-01-09 02:00:14,2023-01-09 02:08:14,2023-01-09 02:35:14,27.0,JFK Airport,The Bronx (Residential),4,Completed,,DRV_07303A,CUST_139E342
7425,32.65,10.76,2023-03-06 20:23:12,2023-03-06 20:27:12,2023-03-06 22:00:12,93.0,The Bronx (Residential),Bay Ridge (Brooklyn),3,Completed,,DRV_55F3DD,CUST_3AE3E08
7426,17.09,4.27,2023-03-30 01:48:14,2023-03-30 01:50:14,2023-03-30 02:16:14,26.0,Financial District,Long Island City (Queens),4,Cancelled_by_Customer,Customer,DRV_2C912F,CUST_EE176BA
7427,25.14,8.33,2023-01-14 05:14:27,2023-01-14 05:26:27,2023-01-14 06:27:27,61.0,Bay Ridge (Brooklyn),Upper East Side (Manhattan),5,Completed,,DRV_8FBFA5,CUST_6C57C5C
7428,62.95,20.38,2023-03-06 04:59:07,2023-03-06 05:00:07,2023-03-06 06:18:07,78.0,Riverdale (Bronx),The Bronx (Residential),3,Completed,,DRV_E272CB,CUST_DAC8D91
7429,8.66,2.17,2023-01-05 08:41:55,2023-01-05 08:44:55,2023-01-05 08:51:55,7.0,Upper East Side (Manhattan),Staten Island (Residential),5,Completed,,DRV_74209D,CUST_4F927E4
7430,18.38,6.13,2023-02-23 05:21:55,2023-02-23 05:32:55,2023-02-23 06:17:55,45.0,The Bronx (Residential),Harlem (Manhattan),5,Completed,,DRV_DE6E93,CUST_0C6E202
7431,14.42,3.94,2023-02-11 19:22:10,2023-02-11 19:29:10,2023-02-11 20:07:10,38.0,Long Island City (Queens),Upper East Side (Manhattan),4,Completed,,DRV_EE287B,CUST_08C005A
7432,52.54,16.45,2023-01-04 05:43:01,2023-01-04 05:46:01,2023-01-04 06:48:01,62.0,Bay Ridge (Brooklyn),LaGuardia Airport (LGA),1,Cancelled_by_Customer,Customer,DRV_186841,CUST_DF11E33
7433,22.28,11.09,2023-02-17 14:46:20,2023-02-17 14:56:20,2023-02-17 15:51:20,55.0,Midtown Manhattan,Newark Liberty Airport (EWR),5,Cancelled_by_Customer,Customer,DRV_3CBABD,CUST_48E2E09
7434,26.89,10.37,2023-02-01 17:16:13,2023-02-01 17:28:13,2023-02-01 18:11:13,43.0,Midtown Manhattan,Newark Liberty Airport (EWR),5,Cancelled_by_Driver,Driver,DRV_379DD9,CUST_4BBCD87
7435,16.17,3.82,2023-01-23 10:32:58,2023-01-23 10:42:58,2023-01-23 11:07:58,25.0,Williamsburg (Brooklyn),LaGuardia Airport (LGA),5,Completed,,DRV_D91DA0,CUST_D220168
7436,17.46,7.91,2023-03-26 07:11:10,2023-03-26 07:12:10,2023-03-26 07:46:10,34.0,The Bronx (Residential),Newark Liberty Airport (EWR),5,Cancelled_by_Driver,Driver,DRV_531209,CUST_C063481
